entry_id,species,reaction_id,gene_id,uniprot_id,ec_number,substrate_name,substrate_smiles,experimental_kcat_s^-1,experimental_log10_kcat,KcatNet_predicted_kcat_s^-1,CataPro_predicted_kcat_s^-1,PreTKcat_predicted_kcat_s^-1,UniKP_predicted_kcat_s^-1,SELFprot_predicted_kcat_s^-1,DLKcat_predicted_kcat_s^-1,TurNuP_predicted_kcat_s^-1,PMAK_predicted_kcat_s^-1,KinForm-L_predicted_kcat_s^-1,CatPred_predicted_kcat_s^-1,DEKP_public_retrained_predicted_kcat_s^-1,GO-HKP_predicted_kcat_s^-1
ecoli|APRAUR|g1|nadph_c,ecoli,APRAUR,b0414,P25539,1.1.1.193,Nicotinamide adenine dinucleotide phosphate - reduced,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.3125,-0.50515,40.28238493711545,4.327486422592142,3.649196151210988,3.1001142748015047,379.7489852967668,8.009253250215666,9.926580068828734,24.424326674348723,,529.0313241245528,3.341566893763882,121.23861216232469
ecoli|ACP1_FMN_num1|g1|fmn_c,ecoli,ACP1_FMN_num1,b0446,P46891,3.1.3.102;3.1.3.2,FMN C17H19N4O9P,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O)C1=NC(=O)[N-]C(=O)C1=N2,7.95,0.900367,11.248562750982044,4.853404417988487,1.786597878704726,2.7625334218275994,0.166106407643979,30.47611109917348,4.7832028590306725,11.322366273274511,,6.970368560140591,2.3774251806576303,173.42795360893282
ecoli|RBFSb|g1|dmlz_c,ecoli,RBFSb,b1662,P0AFU8,2.5.1.9,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",CC1=C(N(C2=NC(=NC(=O)C2=N1)[O-])C[C@@H]([C@@H]([C@@H](CO)O)O)O)C,0.00833333,-2.07918,6.155593383475857,1.4192949358449458,3.083797915459875,1.1056969801201688,5.415477264130083,0.3155955957506863,3.457683997651374,17.777840276531144,0.8669635548899958,8.479621541639457,2.8455992893910715,205.72000000000008
ecoli|UPP3S|g1|hmbil_c,ecoli,UPP3S,b3804,P09126,4.2.1.75,Hydroxymethylbilane,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-],500.0,2.69897,8.49710728959854,1.6069776441128298,0.4505958020923495,10.746640625793615,951.6703482027344,139.1168103768008,3.3562696830669885,10.876293033218536,7.010841313932952,712.1937427984731,2.335239202710437,173.42795360893282
ecoli|TMDPP|g1|thymd_c,ecoli,TMDPP,b4382,P07650,2.4.2.2;2.4.2.4,Thymidine C10H14N2O5,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,164.0,2.21484,19.49311965378636,8.252494937614104,93.9371338764941,2.4228690054890434,1.1925067494305257,13.63629316167363,133.26294297964256,80.68527805653717,1.4608765645104134,1.1026257477796388,2.023855047530683,117.63095515668913
ecoli|HCO3E_num1|g1|co2_c,ecoli,HCO3E_num1,b0126,P61517,4.2.1.1,CO2 CO2,C(=O)=O,570000.0,5.75587,74.14991046994935,45156.60261535877,791.8272895274047,10.233656109295833,369890.1750873408,213.6086522962629,14.761109435230637,44.467631700958655,,4985197.503925161,12.587831174672324,207.78250892732828
ecoli|IMPD|g1|imp_c,ecoli,IMPD,b2508,P0ADG7,1.1.1.205,IMP C10H11N4O8P,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O,13.0,1.11394,12.657824108288048,3.5260268610013688,6.344065614115618,3.9244278722190895,0.4203846842826404,3.888590916638486,3.320357604511749,13.518618117750874,2.462836942251707,2.755766329981156,1.9432394851377768,115.09424085382416
ecoli|GLUTRS|g1|atp_c,ecoli,GLUTRS,b2400,P04805,6.1.1.-;6.1.1.17;6.1.1.24,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,1.15,0.0606978,13.38814932656788,7.330824723302643,2.5876181675910064,1.6874255088648709,8.903656379613246,10.315696398868496,,,0.7811843279910593,2.5482233126419898,2.374335600101611,97.61360481285834
ecoli|GLUTRS|g1|glu__L_c,ecoli,GLUTRS,b2400,P04805,6.1.1.-;6.1.1.17;6.1.1.24,L-Glutamate,C(CC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],1.145,0.0588055,13.33435416083906,4.842903335799637,3.78780553307834,1.089041149615893,8.892246734951232,6.028041495943958,,,1.8811163403794453,2.665323448813572,4.860769788096937,97.61360481285834
ecoli|XPPT|g1|prpp_c,ecoli,XPPT,b0238,P0A9M5,2.4.2.22;2.4.2.8,5-Phospho-alpha-D-ribose 1-diphosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-],112.0,2.04922,127.34206426843691,3.637660206788997,1.8750736977865412,3.0693678498795665,26.07761515472932,0.0024965883203291,44.83871933910063,87.38950914880719,9.806736400993012,65.25202860989629,1.6669826130994283,92.71685493840006
ecoli|XPPT|g1|xan_c,ecoli,XPPT,b0238,P0A9M5,2.4.2.22;2.4.2.8,Xanthine,C1=NC2=C(N1)C(=O)NC(=O)N2,150.0,2.17609,69.55947959510978,6.344875716446699,2.010800209315501,1.6960861519835808,3.8157343836111326,0.0019501706469106,44.83871933910063,87.38950914880719,115.94180553535416,157.92936453118045,2.74065337319196,92.71685493840006
ecoli|OMPDC|g1|orot5p_c,ecoli,OMPDC,b1281,P08244,4.1.1.23,Orotidine 5'-phosphate,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)C(=O)[O-],42.0,1.62325,23.01595270249504,7.674097089137446,4.994514900808899,1.3135034827040837,4.3712060358793074,4.14806156167869,20.29587128700499,22.58223382812006,,14.940877994613164,2.438543118830137,138.0434703703704
ecoli|CS|g1|accoa_c,ecoli,CS,b0720,P0ABH7,2.3.3.1;2.3.3.16;2.3.3.3,Acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,39.0,1.59106,39.752146587081846,32.26291392230399,8.758169958828738,26.807567388872776,5.528471691612292,32.017942919466634,37.0760108005266,15.558352252151227,56.08566411045199,68.22181637263382,2.062650645610538,136.47847541820553
ecoli|CS|g1|oaa_c,ecoli,CS,b0720,P0ABH7,2.3.3.1;2.3.3.16;2.3.3.3,Oxaloacetate,C(C(=O)C(=O)[O-])C(=O)[O-],86.5,1.93702,15.58743492690368,41.28506661955725,11.03659042055238,34.53115740274448,23.07711907846269,191.2056573068919,37.0760108005266,15.558352252151227,39.413268811782245,17.835420897056554,7.72371966133393,136.47847541820553
ecoli|ICDHyr|g1|icit_c,ecoli,ICDHyr,b1136,P08200,1.1.1.42,Isocitrate,C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-],79.1,1.89818,1.7512932762245823,1.859171591669122,0.2575210331199732,0.8735511602284816,10.92279176943608,11.206956587751025,89.73010996854843,43.871138002175385,0.8120530098094797,6.280558858721665,4.376737843484022,149.80799644754114
ecoli|ICDHyr|g1|nadp_c,ecoli,ICDHyr,b1136,P08200,1.1.1.42,Nicotinamide adenine dinucleotide phosphate,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,88.1,1.94498,9.304103663393327,5.584582875817044,1.0745522239154504,1.2432406945867918,3.96151921536799,0.9583369838601808,89.73010996854843,43.871138002175385,1.593345021292088,8.906794435141009,2.997069328917702,149.80799644754114
ecoli|ACALD_num1|g1|acald_c,ecoli,ACALD_num1,b0351,P77580,1.2.1.10,Acetaldehyde,CC=O,15.7,1.1959,25.7415536839486,9.086492155070491,7.386123434876536,10.899641110239791,1.6986769523008034,24.60016235657453,12.697806364359533,12.736629040765784,,9.032728827753656,3.9611810497831046,130.15983707102805
ecoli|ACS|g1|ac_c,ecoli,ACS,b4069,P27550,6.2.1.1,Acetate,CC(=O)O,38.67,1.58737,43.10377286047999,43.05621268675064,10.523780335079609,5.525790532023819,228.54380309099736,1.6318063207435478,65.53661408078119,43.2186204528175,,133.49512717227705,6.598327507688722,98.01796506366396
ecoli|ACS|g1|atp_c,ecoli,ACS,b4069,P27550,6.2.1.1,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,57.935,1.76294,72.0173099762307,80.67154970724464,4.944524667499957,2.0930879926519395,21.34836100468836,4.911514133007877,65.53661408078119,43.2186204528175,,38.24718820984335,2.7135508230897623,98.01796506366396
ecoli|PPA_num1|g1|ppi_c,ecoli,PPA_num1,b2502,P0AFL6,3.6.1.1,Diphosphate,OP(=O)([O-])OP(=O)([O-])[O-],95.0,1.97772,8.535055422520731,6.038203563536843,3.21974217664008,1.5189225575193843,7.8394493704877215,0.0674575900210687,10.73322911374728,35.23591875958094,,7.574079100802833,6.508299980131414,149.80799644754114
ecoli|PPCK|g1|oaa_c,ecoli,PPCK,b3403,P22259,4.1.1.49,Oxaloacetate,C(C(=O)C(=O)[O-])C(=O)[O-],0.433,-0.363512,11.521550309034716,16.392727780540998,2.283068382715879,7.753648570669275,25.51158530621421,19.60931890282147,33.104604214802215,73.12584540827498,4.331556084066564,1.3969736510810211,6.812427631869891,115.69288473855744
ecoli|ME1|g1|mal__L_c,ecoli,ME1,b1479,P26616,1.1.1.38;1.1.1.39,L-Malate,C([C@@H](C(=O)[O-])O)C(=O)[O-],134.4,2.1284,62.12889011065754,24.85047650020173,5.429292187109919,6.004190937497936,6.510018781788032,3.311956907514874,75.52045537206375,92.87163685068168,9.110767106230398,25.717632343567736,4.042522433403378,121.23861216232469
ecoli|ME1|g1|nad_c,ecoli,ME1,b1479,P26616,1.1.1.38;1.1.1.39,Nicotinamide adenine dinucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,57.3,1.75815,29.668324417584373,110.93388200385392,1.7488430455266302,6.826285827430814,26.13709455284236,4.287637715080571,75.52045537206375,92.87163685068168,17.816371393972016,36.74517113882028,2.080536102325177,121.23861216232469
ecoli|ALAR_num1|g1|ala__L_c,ecoli,ALAR_num1,b1190,P29012,5.1.1.1,L-Alanine,[2H]C([2H])([2H])C([2H])(C(=O)O[2H])N([2H])[2H],46.795,1.6702,14.484144344139564,33.353552637331696,4.530513749225062,1.169505883254102,514.8504866071302,8.613509901338015,28.62238373970938,33.42325943468371,,0.0258212529998193,2.023254334219411,151.18324760891227
ecoli|XYLK_num1|g1|xylu__D_c,ecoli,XYLK_num1,b0063,P08204,2.7.1.17,D-Xylulose,C([C@H]([C@@H](C(=O)CO)O)O)O,3427.5,3.53498,72.30173861808784,3.8814199050597407,3.860821625048213,3.669318136992492,30.247037856860544,32.656522357450214,44.855871607890016,72.32722454832398,,19.988459439106872,3.007234502423848,136.71153247522938
ecoli|ASPTA_num1|g1|akg_c,ecoli,ASPTA_num1,b0928,P00509,2.6.1.1,2-Oxoglutarate,C(CC(=O)[O-])C(=O)C(=O)[O-],30.65,1.48643,257.64768190104644,18.99787390858753,70.89725436910565,9.92970980835243,116.04557935466842,0.6997963513370726,357.479383261361,269.34132979864575,16.063055140398603,233.5968739034244,9.873308985837737,128.2406734749161
ecoli|ASPTA_num1|g1|asp__L_c,ecoli,ASPTA_num1,b0928,P00509,2.6.1.1,L-Aspartate,C([C@@H](C(=O)O)N)C(=O)O,64.715,1.811,422.7920050036233,45.86944245980197,188.40588626626493,4.849738921067444,164.70797226740572,2.2689727158509068,357.479383261361,269.34132979864575,44.099814715461314,272.42605247813736,3.293174335959658,128.2406734749161
ecoli|FBP_num1|g1|fdp_c,ecoli,FBP_num1,b2930,P21437,3.1.3.11,"D-Fructose 1,6-bisphosphate",C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-],20.0,1.30103,10.464863023791828,7.717456305222143,3.4881107698124416,2.92965223030835,7.100608866306077,0.1427330630359925,5.689281201853544,17.445599575452555,1.570010854087048,2.224415341675888,2.756001716951193,136.71153247522938
ecoli|GLGC|g1|atp_c,ecoli,GLGC,b3430,P0A6V1,2.7.7.27,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,370.0,2.5682,8.622591897861994,87.51940160395077,111.98238947301864,3.214666497363316,1.5855488302971443,27.730032448475,23.99738946852497,29.831953952989103,32.08675582333639,7.965463836557042,1.699617735667399,102.75535423891992
ecoli|A5PISO_num1|g1|ru5p__D_c,ecoli,A5PISO_num1,b3197,P45395,5.3.1.13,D-Ribulose 5-phosphate,C([C@H]([C@H](C(=O)CO)O)O)OP(=O)([O-])[O-],130.5,2.11561,174.293245013093,2.8901278541816127,4.538474862313691,3.0784881940724484,63.50538448318674,61.24135374436919,208.66148795976528,111.48848142185592,2.9287487373955776,9.953155761442384,2.567052411642633,151.18324760891227
ecoli|PSCVT|g1|pep_c,ecoli,PSCVT,b0908,P0A6D3,2.5.1.19,Phosphoenolpyruvate,C=C(C(=O)[O-])OP(=O)([O-])[O-],29.2,1.46538,16.17601287079206,5.70312869145079,10.94089889096194,4.466309841628863,56.256240758655615,4.485303094705405,30.13364030915927,27.041208700510683,2.840248860982984,20.56812455395233,3.823584174603923,119.40315386031055
ecoli|PSCVT|g1|skm5p_c,ecoli,PSCVT,b0908,P0A6D3,2.5.1.19,Shikimate 5-phosphate,C1[C@H]([C@@H]([C@@H](C=C1C(=O)[O-])OP(=O)([O-])[O-])O)O,32.0,1.50515,23.23346691339953,2.172920273859275,10.3463969232793,2.6284584051789506,22.914972627410844,12.103816996119493,30.13364030915927,27.041208700510683,1.481295789036235,40.851071517387695,1.9018464942194069,119.40315386031055
ecoli|ANPRT|g1|anth_c,ecoli,ANPRT,b1263,P00904,2.4.2.18,Anthranilate,C1=CC=C(C(=C1)C(=O)[O-])N,4.4,0.643453,19.88602509666129,1.7132439291949653,6.097980348605507,3.363923672225777,2.396410345662896,3.275229793844471,0.917644261318488,12.140302270982874,2.901147063193852,5.838928422803872,3.588951932871332,121.23861216232469
ecoli|ANPRT|g1|prpp_c,ecoli,ANPRT,b1263,P00904,2.4.2.18,5-Phospho-alpha-D-ribose 1-diphosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-],4.4,0.643453,22.656087467728884,6.165345288194349,3.2351972638661435,2.630868302198098,0.0076351655913161,2.305916109349947,0.917644261318488,12.140302270982874,3.449536466127906,4.085008956597597,1.5689852755132074,121.23861216232469
ecoli|CHORM_num1|g1|chor_c,ecoli,CHORM_num1,b2599,P0A9J8,5.4.99.5,Chorismate,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,38.87,1.58961,133.44588179206883,35.06598098785188,11.295053183187315,34.27151614296944,20.44923432801556,112.54270002025972,17.128155614433688,4.675738668126286,31.13757535974399,95.29836950620292,3.7985683391071072,138.0434703703704
ecoli|IGPS|g1|2cpr5p_c,ecoli,IGPS,b1262,P00909,4.1.1.48,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O,4.05,0.607455,17.92186326872571,5.206507230936428,1.2466261799905594,2.755619813602713,2.530814189909732,1.54118737455779,2.492139335106112,7.47448199375617,,10.492630479151302,2.264010752919151,115.69288473855744
ecoli|FBA_num1|g1|fdp_c,ecoli,FBA_num1,b2925,P0AB71,4.1.2.13,"D-Fructose 1,6-bisphosphate",C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-],11.2,1.04922,11.344821038165042,3.187819962159526,0.2083709695350388,2.6983194141638056,76.49774513111167,1.0276040402952895,11.427843914371849,12.17435607983423,1.0383526656937525,33.037657395883755,2.2960916170601497,106.4556997281849
ecoli|MGSA|g1|dhap_c,ecoli,MGSA,b0963,P0A731,4.2.3.3,Dihydroxyacetone phosphate,C(C(=O)COP(=O)([O-])[O-])O,199.5,2.29994,118.8106378920226,2.579684978079125,2.1801827408567336,5.251168032585063,25.0239899460597,1.9941036682869484,155.45260351873506,67.39731573088146,1.2041892401455938,57.719107881498594,4.335412472466547,115.69288473855748
ecoli|PGK|g1|3pg_c,ecoli,PGK,b2926,P0A799,2.7.2.3,3-Phospho-D-glycerate,C([C@H](C(=O)O)O)OP(=O)(O)O,529.0,2.72346,436.4097909052367,22.33523671360998,20.87634508300731,25.874434901796665,100.7812134990905,75.0926293629676,127.15569032703272,119.06639374043742,,445.7460358455805,3.809000970512474,160.70234805267864
ecoli|PGK|g1|atp_c,ecoli,PGK,b2926,P0A799,2.7.2.3,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,529.0,2.72346,244.14099749129608,23.60353974502337,14.158977820913126,25.71841830784232,62.463992536841744,17.038122083270064,127.15569032703272,119.06639374043742,,203.25924500853037,3.435295272646216,160.70234805267864
ecoli|EDA|g1|2ddg6p_c,ecoli,EDA,b1850,P0A955,4.1.2.14;4.1.2.55,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,C([C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O,83.0,1.91908,72.82477922733156,1.9215921526319404,6.220156137734003,7.005279037316967,0.2295220457432553,0.6316899387102455,82.28917343215302,42.19573925702644,0.3634688040098394,0.0319372803726012,2.46502024448353,137.37750142279987
ecoli|TALA_num1|g1|g3p_c,ecoli,TALA_num1,b0008,P0A870,2.2.1.2,Glyceraldehyde 3-phosphate,C([C@H](C=O)O)OP(=O)([O-])[O-],13.0,1.11394,44.40596046807142,8.655635382164908,2.969166892222732,2.655861919870344,67.33533377136365,10.016817187714729,40.29141317173234,41.12556712912441,,6.262664025482188,3.7574486776592617,136.71153247522938
ecoli|G6PDA|g1|gam6p_c,ecoli,G6PDA,b0678,P0A759,3.5.99.6,D-Glucosamine 6-phosphate,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-],71.25,1.85278,93.65393438455132,35.27998453739004,22.99645649669232,3.6317691640250014,1.415660369691228,7.733747076457519,192.3663036377501,77.70924687804342,11.185351174591084,99.93269680481498,2.802912137443521,150.05399822377058
ecoli|NADDP_num1|g1|nad_c,ecoli,NADDP_num1,b3996,P32664,3.6.1.22;3.6.1.9,Nicotinamide adenine dinucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,19.3,1.28556,2.3011679217102032,3.56132055105676,1.5467936961277429,1.670036853708316,0.0028400593603605,2.127363410836826,5.732752600412116,3.8586847617905646,,0.2640164779911123,2.121668075236097,172.49071949115498
ecoli|HMPK1_num1|g1|4ahmmp_c,ecoli,HMPK1_num1,b2103,P76422,2.7.1.49,4-Amino-5-hydroxymethyl-2-methylpyrimidine,CC1=NC=C(C(=N1)N)CO,0.285,-0.545155,9.734126495540217,0.1062462481683815,6.767992490621904,0.5926940857590021,8.611622793826731,0.2980039145033025,0.9080373027894572,8.3476659211041,0.3607759010848629,0.1502696012201309,2.9210018095621173,128.2406734749161
ecoli|HMPK1_num1|g1|atp_c,ecoli,HMPK1_num1,b2103,P76422,2.7.1.49,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,0.43,-0.366532,11.840566554163669,1.6753270714560669,5.376878650018105,1.453770868507941,0.1006609357587036,0.3613245789516313,0.9080373027894572,8.3476659211041,0.7802393153555668,0.1224914660050562,2.4428760143325645,128.2406734749161
ecoli|DURIPP_num1|g1|duri_c,ecoli,DURIPP_num1,b4382,P07650,2.4.2.1;2.4.2.2;2.4.2.3;2.4.2.4,Deoxyuridine,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,35.0,1.54407,19.47834673896834,7.061869531060567,54.78609763342261,3.829747265350094,0.1434080117962569,14.194895371897584,133.26294297964256,79.82308346133983,2.096914305190598,1.600463711772212,1.7091581867155463,117.63095515668913
ecoli|DURIPP_num1|g1|pi_c,ecoli,DURIPP_num1,b4382,P07650,2.4.2.1;2.4.2.2;2.4.2.3;2.4.2.4,Phosphate,OP(=O)([O-])[O-],44.93,1.65254,24.574385347841208,18.740148475584608,16.37450161979314,6.121269525341838,1.2958326921754677,22.56489123170459,133.26294297964256,79.82308346133983,7.75879368587877,9.337804163429068,7.880442340793016,117.63095515668913
ecoli|TRPAS2|g1|trp__L_c,ecoli,TRPAS2,b3708,P0A853,4.1.99.1,L-Tryptophan,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,6.0,0.778151,0.6391501690661402,1.079401978062537,0.1812180394631549,0.4003034346222259,15.125248561084454,1.3968152899526702,5.675299692160961,7.651707676172076,0.6286082103324918,5.9528003988157785,1.7462781754242156,121.23861216232469
