reaction,gpr,GO_HKP,DLKcat,MTLKP,TurNup,UniKP,database,fill_method
23PDE2pp,b4213,159.51534075283124,7.8436,37.95562,196.96109008789065,2.576584054233915,10.12,
23PDE4pp,b4213,159.51534075283124,2.5142,33.829117,244.0936889648437,3.744908238513749,10.12,
23PDE7pp,b4213,159.51534075283124,4.8133,52.067036,186.72401428222656,6.929868172575557,6899.0368,
23PDE9pp,b4213,159.51534075283124,114.7526,45.43411,216.69186401367188,8.515326148078657,6899.0368,
26DAHtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
26DAHtex_num2,b0241,33.2825,,,,,,112645.641475366
26DAHtex_num3,b0929,94.8168,,,,,,112645.641475366
26DAHtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
26DAHtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
26DAHtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
26DAHtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
26DAHtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
2AGPA120tipp,b2835,23.0,,,,,,112645.641475366
2AGPA140tipp,b2835,23.0,,,,,,112645.641475366
2AGPA141tipp,b2835,23.0,,,,,,112645.641475366
2AGPA160tipp,b2835,23.0,,,,,,112645.641475366
2AGPA161tipp,b2835,23.0,,,,,,112645.641475366
2AGPA180tipp,b2835,23.0,,,,,,112645.641475366
2AGPA181tipp,b2835,23.0,,,,,,112645.641475366
2AGPE120tipp,b2835,23.0,,,,,,112645.641475366
2AGPE140tipp,b2835,23.0,,,,,,112645.641475366
2AGPE141tipp,b2835,23.0,,,,,,112645.641475366
2AGPE160tipp,b2835,23.0,,,,,,112645.641475366
2AGPE161tipp,b2835,23.0,,,,,,112645.641475366
2AGPE180tipp,b2835,23.0,,,,,,112645.641475366
2AGPE181tipp,b2835,23.0,,,,,,112645.641475366
2AGPEAT120,b2836,98.49306668197664,0.7744,4.7711473,3.2235896587371826,2.7674026257612505,,112645.641475366
2AGPEAT140,b2836,98.49306668197664,3.7948,2.803512,3.63122820854187,5.837987692151454,,112645.641475366
2AGPEAT141,b2836,98.49306668197664,9.4683,,3.4213435649871826,5.727440571245332,,112645.641475366
2AGPEAT160,b2836,98.49306668197664,16.4493,5.5366206,1.831045746803284,10.400376497266745,,
2AGPEAT161,b2836,98.49306668197664,19.0356,,3.4213435649871826,2.5893408021319906,,112645.641475366
2AGPEAT180,b2836,98.49306668197664,115.7661,1.9625669,1.831045746803284,4.69157887104192,,
2AGPEAT181,b2836,98.49306668197664,3.8553,1.8770452,3.1124603748321533,6.130754302507611,,112645.641475366
2AGPG120tipp,b2835,23.0,,,,,,112645.641475366
2AGPG140tipp,b2835,23.0,,,,,,112645.641475366
2AGPG141tipp,b2835,23.0,,,,,,112645.641475366
2AGPG160tipp,b2835,23.0,,,,,,112645.641475366
2AGPG161tipp,b2835,23.0,,,,,,112645.641475366
2AGPG180tipp,b2835,23.0,,,,,,112645.641475366
2AGPG181tipp,b2835,23.0,,,,,,112645.641475366
2AGPGAT120,b2836,98.49306668197664,10.7436,,3.4213435649871826,8.126022089600111,,112645.641475366
2AGPGAT140,b2836,98.49306668197664,8.7881,3.3486996,1.3197332620620728,6.130754302507611,,112645.641475366
2AGPGAT141,b2836,98.49306668197664,97.5807,,3.4213435649871826,9.490631515381825,,112645.641475366
2AGPGAT160,b2836,98.49306668197664,97.6527,5.5366206,1.48662006855011,5.212041331239971,,112645.641475366
2AGPGAT161,b2836,98.49306668197664,16.3454,,1.3197332620620728,4.04186287809693,,112645.641475366
2AGPGAT180,b2836,98.49306668197664,15.0285,1.9625669,1.48662006855011,6.47591517554057,,112645.641475366
2AGPGAT181,b2836,98.49306668197664,33.7149,1.8770452,3.1124603748321533,6.47591517554057,,112645.641475366
2DDARAA_num1,b4298,136.47847541820553,,,,,,112645.641475366
2DDARAA_num2,b0268,136.47847541820553,,,,,,112645.641475366
2DDARAA_reverse_num1,b4298,136.47847541820553,3126.5841,6.137667,23.792036056518555,184.70413182781493,,112645.641475366
2DDARAA_reverse_num2,b0268,136.47847541820553,,5.536085,25.15447235107422,,,112645.641475366
2DGLCptspp,b2416 and b1817 and b2415 and b1819 and b1818,152.62479040685164,59.1738,0.96225995,10.40248680114746,14.184827825821973,,112645.641475366
2DGLCtex_num1,b2215,96.2904209055866,,,,,,112645.641475366
2DGLCtex_num2,b1377,96.2904209055866,,,,,,112645.641475366
2DGLCtex_num3,b0241,33.2825,,,,,,112645.641475366
2DGLCtex_num4,b0929,94.8168,,,,,,112645.641475366
2DGLCtex_reverse_num1,b2215,96.2904209055866,,,,,,112645.641475366
2DGLCtex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366
2DGLCtex_reverse_num3,b0241,33.2825,,,,,,112645.641475366
2DGLCtex_reverse_num4,b0929,94.8168,,,,,,112645.641475366
2DGULRGx,b3553,124.73964281862038,2.2766,,19.29294776916504,0.9309737680315668,,112645.641475366
2DGULRGy,b3553,124.73964281862038,2.7274,,22.01556968688965,1.1038974093825238,,112645.641475366
2DGULRx,b3553,124.73964281862038,1.0461,,19.29294776916504,33.81246352611123,,112645.641475366
2DGULRy,b3553,124.73964281862038,0.1046,,22.01556968688965,33.81246352611123,,112645.641475366
2DOXG6PP_num1,b2293,157.17088698230995,1.2724,3.4761665,8.821300506591797,5.160646713364276,,
2DOXG6PP_num2,b3826,173.42795360893282,,4.0478,22.591367721557617,1.7851135665555418,,
2DOXG6PP_num3,b1727,149.80799644754114,,0.7941894,5.092029571533203,1.7851135665555418,,
2DOXG6PP_num4,b0446,173.42795360893282,,1.6524347,17.724365234375,5.2469593410977335,,
2HESR_num1,b2989,221.50419686676088,27.1069,8.169506,4.926880836486816,3.6115615622253454,,112645.641475366
2HESR_num2,b2302,215.03354492000008,,8.420273,5.245456218719482,10.400376497266745,,112645.641475366
2HPTCOAT,b1400,151.18324760891227,1.761,,5.091606140136719,2.117565282847367,,112645.641475366
2MAHMP_num1,b0446,173.42795360893282,2.2478,1.3363798,14.825173377990724,3.0734277155319725,,
2MAHMP_num2,b1134,157.17088698230995,,0.75591874,2.212373733520508,1.7922015180772033,,
34dhpactex_num1,b1377,96.2904209055866,,,,,,112645.641475366
34dhpactex_num2,b0241,33.2825,,,,,,112645.641475366
34dhpactex_num3,b0929,94.8168,,,,,,112645.641475366
34dhpactex_num4,b2215,96.2904209055866,,,,,,112645.641475366
34dhpactex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
34dhpactex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
34dhpactex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
34dhpactex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
3AMACHYD,b1009,149.80799644754114,71.2875,2.6339014,33.78409957885742,6.495630766497587,,
3AMPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
3AMPtex_num2,b0241,33.2825,,,,,,112645.641475366
3AMPtex_num3,b0929,94.8168,,,,,,112645.641475366
3AMPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
3AMPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
3AMPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
3AMPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
3AMPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
3CMPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
3CMPtex_num2,b0241,33.2825,,,,,,112645.641475366
3CMPtex_num3,b0929,94.8168,,,,,,112645.641475366
3CMPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
3CMPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
3CMPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
3CMPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
3CMPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
3GMPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
3GMPtex_num2,b0241,33.2825,,,,,,112645.641475366
3GMPtex_num3,b0929,94.8168,,,,,,112645.641475366
3GMPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
3GMPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
3GMPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
3GMPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
3GMPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
3HAD100_num1,b0954,126.88473466186872,,,,,,8.881378260869566
3HAD100_num2,b0180,118.43411865124476,,,,,,8.881378260869566
3HAD120_num1,b0180,118.43411865124476,,,,,,8.881378260869566
3HAD120_num2,b0954,126.88473466186872,,,,,,8.881378260869566
3HAD121_num1,b0954,126.88473466186872,,,,,,
3HAD121_num2,b0180,118.43411865124476,,,,,,
3HAD140_num1,b0954,126.88473466186872,,,,,,8.881378260869566
3HAD140_num2,b0180,118.43411865124476,,,,,,8.881378260869566
3HAD141_num1,b0954,126.88473466186872,,,,,,
3HAD141_num2,b0180,118.43411865124476,,,,,,
3HAD160_num1,b0954,126.88473466186872,,,,,,8.881378260869566
3HAD160_num2,b0180,118.43411865124476,,,,,,8.881378260869566
3HAD161_num1,b0954,126.88473466186872,,,,,,
3HAD161_num2,b0180,118.43411865124476,,,,,,
3HAD180_num1,b0954,126.88473466186872,,,,,,
3HAD180_num2,b0180,118.43411865124476,,,,,,
3HAD181_num1,b0954,126.88473466186872,,,,,,
3HAD181_num2,b0180,118.43411865124476,,,,,,
3HAD40_num1,b0954,126.88473466186872,,,,,,
3HAD40_num2,b0180,118.43411865124476,,,,,,
3HAD60_num1,b0954,126.88473466186872,,,,,,8.881378260869566
3HAD60_num2,b0180,118.43411865124476,,,,,,8.881378260869566
3HAD80_num1,b0954,126.88473466186872,,,,,,8.881378260869566
3HAD80_num2,b0180,118.43411865124476,,,,,,8.881378260869566
3HBZCT,b0597,149.80799644754114,2.6448,,5.811877250671387,10.400376497266745,,112645.641475366
3HCINNMH,b0347,128.2406734749161,3.0367,1.2820866,3.87712025642395,1.3423129350260046,0.691,
3HPADHi,b1300,149.80799644754114,0.4232,15.971897,16.749155044555664,2.273522705767711,,112645.641475366
3HPPPNH,b0347,128.2406734749161,1.3298,1.3805982,3.87712025642395,7.228125235384933,0.691,
3HPPtex_num1,b2215,96.2904209055866,,,,,,112645.641475366
3HPPtex_num2,b1377,96.2904209055866,,,,,,112645.641475366
3HPPtex_num3,b0929,94.8168,,,,,,112645.641475366
3HPPtex_num4,b0241,33.2825,,,,,,112645.641475366
3HPPtex_reverse_num1,b2215,96.2904209055866,,,,,,112645.641475366
3HPPtex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366
3HPPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
3HPPtex_reverse_num4,b0241,33.2825,,,,,,112645.641475366
3KGK,b3580,178.0,12.0658,17.46019,69.82032775878906,5.688412376681967,,
3NTD2pp_num1,b4213,159.51534075283124,51.8008,27.363518,216.69186401367188,20.83005914936328,27.41375,
3NTD2pp_num2,b0383,205.72000000000008,,5.527949,94.15534973144533,20.83005914936328,27.41375,
3NTD4pp_num1,b0383,205.72000000000008,8.5149,8.249526,91.3937530517578,20.83005914936328,27.41375,
3NTD4pp_num2,b4213,159.51534075283124,,60.097664,210.33624267578125,18.05149927356397,27.41375,
3NTD4pp_num3,b2744,117.63095515668913,,8.742382,147.21669006347656,20.83005914936328,27.41375,
3NTD7pp_num1,b4213,159.51534075283124,3.9633,84.48002,204.1670379638672,20.83005914936328,27.41375,
3NTD7pp_num2,b0383,205.72000000000008,,12.688785,86.1112060546875,18.05149927356397,27.41375,
3NTD9pp_num1,b4213,159.51534075283124,0.0423,53.831303,151.6005401611328,20.83005914936328,27.41375,
3NTD9pp_num2,b0383,205.72000000000008,,9.118119,74.20227813720703,20.83005914936328,27.41375,
3OAR100,b1093,136.71153247522938,3.9,,48.10326766967773,2.929298538756969,0.59,
3OAR100_reverse,b1093,136.71153247522938,2.2495,,61.53378677368164,3.653492800559781,0.59,
3OAR120,b1093,136.71153247522938,1.6686,,48.10326766967773,3.842358408537775,0.59,
3OAR120_reverse,b1093,136.71153247522938,1.9392,,61.53378677368164,10.397610637812583,0.59,
3OAR121,b1093,136.71153247522938,0.4779,,48.10326766967773,4.04186287809693,0.59,
3OAR140,b1093,136.71153247522938,22.3204,,48.10326766967773,4.276039907119107,0.59,
3OAR140_reverse,b1093,136.71153247522938,2.3523,,61.53378677368164,7.552988127207209,0.59,
3OAR141,b1093,136.71153247522938,26.6302,,48.10326766967773,3.370329247802288,0.59,
3OAR160,b1093,136.71153247522938,58.6145,,48.10326766967773,1.1124517833873355,0.59,
3OAR160_reverse,b1093,136.71153247522938,1.716,,61.53378677368164,20.841183569207764,0.59,
3OAR161,b1093,136.71153247522938,56.8169,,48.10326766967773,10.475654966689731,0.59,
3OAR180,b1093,136.71153247522938,9.8469,,48.10326766967773,5.160646713364276,0.59,
3OAR180_reverse,b1093,136.71153247522938,71.8765,,61.53378677368164,3.0651438472701296,0.59,
3OAR181,b1093,136.71153247522938,128.5811,,48.10326766967773,17.527193281992982,0.59,
3OAR40,b1093,136.71153247522938,12.2147,,48.10326766967773,23.20984801412347,0.59,
3OAR40_reverse,b1093,136.71153247522938,1.7251,,61.53378677368164,0.0265707957806125,0.59,
3OAR60,b1093,136.71153247522938,2.2729,,48.10326766967773,1.873480710504212,0.59,
3OAR60_reverse,b1093,136.71153247522938,1.761,,61.53378677368164,4.126232577709164,0.59,
3OAR80,b1093,136.71153247522938,2.8858,,48.10326766967773,1.4545002766521131,0.59,
3OAR80_reverse,b1093,136.71153247522938,1.4637,,61.53378677368164,3.653492800559781,0.59,
3OAS100_num1,b2323,125.69922461667636,22.6805,,6.918361663818359,5.770470497209467,,
3OAS100_num2,b1095,120.7983675600902,,,8.468523979187012,2.83415341835266,,
3OAS120_num1,b1095,120.7983675600902,65.0997,,8.468523979187012,6.875121780834266,,
3OAS120_num2,b2323,125.69922461667636,,,6.918361663818359,2.4122784867804152,,
3OAS121,b2323,125.69922461667636,11.0078,,6.918361663818359,7.897718004824455,0.0577499999999999,
3OAS140_num1,b2323,125.69922461667636,8.1977,,6.918361663818359,2.7304914725608933,,
3OAS140_num2,b1095,120.7983675600902,,,8.468523979187012,4.201952486334633,,
3OAS141,b2323,125.69922461667636,39.3197,,6.918361663818359,2.177845051255175,0.0577499999999999,
3OAS160_num1,b2323,125.69922461667636,2.9056,,6.918361663818359,6.245464574809021,,
3OAS160_num2,b1095,120.7983675600902,,,8.468523979187012,3.709008719383553,,
3OAS161,b2323,125.69922461667636,82.3219,,6.918361663818359,5.837987692151454,0.0577499999999999,
3OAS180_num1,b1095,120.7983675600902,64.2202,,8.468523979187012,3.095314723399571,0.0577499999999999,
3OAS180_num2,b2323,125.69922461667636,,,6.918361663818359,4.588231538118686,0.0577499999999999,
3OAS181,b1095,120.7983675600902,2.4441,,8.468523979187012,6.960383956781024,0.029,
3OAS60_num1,b1095,120.7983675600902,29.3964,,8.468523979187012,6.481120339900238,,
3OAS60_num2,b2323,125.69922461667636,,,6.918361663818359,8.724466117339635,,
3OAS80_num1,b2323,125.69922461667636,75.7131,,6.918361663818359,14.343182163764258,,
3OAS80_num2,b1095,120.7983675600902,,,8.468523979187012,7.672849549603623,,
3OXCOAT,b1397,118.43411865124476,8.617,4.5254292,9.320162773132324,3.0651438472701296,352625.4108333333,
3PEPTabcpp_num1,b2178 and b2177 and b2180 and b2179,97.76404181117316,17.011,,8.060506820678711,11.334694813446427,,112645.641475366
3PEPTabcpp_num2,b1329 and b1247 and b1245 and b1244 and b1246,120.50274604186052,,,9.22691535949707,6.7859805272721,,112645.641475366
3PEPTabcpp_num3,b1244 and b1247 and b1245 and b1246 and b1243,120.42138255624845,,,9.22691535949707,6.7859805272721,,112645.641475366
3PEPTtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
3PEPTtex_num2,b0241,33.2825,,,,,,112645.641475366
3PEPTtex_num3,b0929,94.8168,,,,,,112645.641475366
3PEPTtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
3PEPTtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
3PEPTtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
3PEPTtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
3PEPTtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
3SLAR,b3882,130.15983707102805,11.2671,,222.9801177978516,8.375467515442104,,112645.641475366
3UMPtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
3UMPtex_num2,b0241,33.2825,,,,,,112645.641475366
3UMPtex_num3,b0929,94.8168,,,,,,112645.641475366
3UMPtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
3UMPtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
3UMPtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
3UMPtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
3UMPtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
42A12BOOXpp,b1386,169.22268505812133,2.749,31.535576,10.40248680114746,13.543588217899387,30938.966666666667,
4ABZGLUH,b1337 and b1338,130.15983707102805,74.5526,,8.90823745727539,9.685838815944882,,112645.641475366
4ABZGLUH_reverse,b1337 and b1338,130.15983707102805,14.1972,25.294153,7.908206939697266,8.735721749952106,,112645.641475366
4ABZGLUtex_num1,b2215,96.2904209055866,,,,,,112645.641475366
4ABZGLUtex_num2,b0241,33.2825,,,,,,112645.641475366
4ABZGLUtex_num3,b1377,96.2904209055866,,,,,,112645.641475366
4ABZGLUtex_num4,b0929,94.8168,,,,,,112645.641475366
4ABZGLUtex_reverse_num1,b2215,96.2904209055866,,,,,,112645.641475366
4ABZGLUtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
4ABZGLUtex_reverse_num3,b1377,96.2904209055866,,,,,,112645.641475366
4ABZGLUtex_reverse_num4,b0929,94.8168,,,,,,112645.641475366
4ABZGLUtr,b1336,23.0,72.0373,,11.683470726013184,2.49260093430609,,112645.641475366
4ABZGLUtr_reverse,b1336,23.0,7.9521,,11.683470726013184,2.458310668233155,,112645.641475366
4HBZt3pp,b3240 and b3241,207.78250892732828,2.6333,0.9058999,23.2384033203125,4.423306762159818,,112645.641475366
4HOXPACDtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
4HOXPACDtex_num2,b0241,33.2825,,,,,,112645.641475366
4HOXPACDtex_num3,b0929,94.8168,,,,,,112645.641475366
4HOXPACDtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
4HOXPACDtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
4HOXPACDtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
4HOXPACDtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
4HOXPACDtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
4HTHRA,b0870,115.69288473855748,,,,,,112645.641475366
4HTHRA_reverse,b0870,115.69288473855748,11.2145,2.4719822,17.776649475097656,8.904353075217367,,112645.641475366
4HTHRK,b0003,121.23861216232469,7.5308,1.6856856,3.173168182373047,1.085823384955939,,
4PCP,b1192,136.2454183611817,3.7552,,2.279223680496216,12.544101452368947,,112645.641475366
4PCPpp,b2175,97.76404181117316,9.0659,,4.635335445404053,3.8937879056085154,,112645.641475366
4PEPTabcpp_num1,b1245 and b1247 and b1243 and b1244 and b1246,120.42138255624845,12.9585,,9.22691535949707,5.628355577673853,,112645.641475366
4PEPTabcpp_num2,b2178 and b2177 and b2180 and b2179,97.76404181117316,,,8.060506820678711,5.160646713364276,,112645.641475366
4PEPTtex_num1,b1377,96.2904209055866,,,,,,112645.641475366
4PEPTtex_num2,b0241,33.2825,,,,,,112645.641475366
4PEPTtex_num3,b0929,94.8168,,,,,,112645.641475366
4PEPTtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
4PEPTtex_reverse_num1,b1377,96.2904209055866,,,,,,112645.641475366
4PEPTtex_reverse_num2,b0241,33.2825,,,,,,112645.641475366
4PEPTtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
4PEPTtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
5DGLCNR,b4266,130.15983707102805,1.1866,4.0644073,12.992997169494627,3.2749292691771887,,3.7
5DGLCNt2rpp,b4265,23.0,4.6607,1.6069727,34.219730377197266,3.0734277155319725,,112645.641475366
5DGLCNt2rpp_reverse,b4265,23.0,257.8824,1.6069727,34.219730377197266,12.152238088271714,,112645.641475366
5DGLCNtex_num1,b0929,94.8168,,,,,,112645.641475366
5DGLCNtex_num2,b1377,96.2904209055866,,,,,,112645.641475366
5DGLCNtex_num3,b0241,33.2825,,,,,,112645.641475366
5DGLCNtex_num4,b2215,96.2904209055866,,,,,,112645.641475366
5DGLCNtex_reverse_num1,b0929,94.8168,,,,,,112645.641475366
5DGLCNtex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366
5DGLCNtex_reverse_num3,b0241,33.2825,,,,,,112645.641475366
5DGLCNtex_reverse_num4,b2215,96.2904209055866,,,,,,112645.641475366
5DKGR_num1,b2842,160.70234805267864,8.2556,21.346954,24.00439453125,7.850236933904516,,112645.641475366
5DKGR_num2,b4266,130.15983707102805,,8.070132,34.779266357421875,5.265135685472943,,112645.641475366
5DKGR_reverse_num1,b2842,160.70234805267864,8.0888,9.065246,15.95155906677246,11.424475857554716,,112645.641475366
5DKGR_reverse_num2,b4266,130.15983707102805,,4.0644016,18.613250732421875,,,112645.641475366
5DOAN,b0159,136.2454183611817,13.3289,1.8322498,7.724186897277832,3.842358408537775,,112645.641475366
5MTRtex_num1,b2215,96.2904209055866,,,,,,112645.641475366
5MTRtex_num2,b1377,96.2904209055866,,,,,,112645.641475366
5MTRtex_num3,b0929,94.8168,,,,,,112645.641475366
5MTRtex_num4,b0241,33.2825,,,,,,112645.641475366
5MTRtex_reverse_num1,b2215,96.2904209055866,,,,,,112645.641475366
5MTRtex_reverse_num2,b1377,96.2904209055866,,,,,,112645.641475366
5MTRtex_reverse_num3,b0929,94.8168,,,,,,112645.641475366
5MTRtex_reverse_num4,b0241,33.2825,,,,,,112645.641475366
6D6SFK,b3883,123.60963225270936,33.9735,,31.38056182861328,2.639431640590787,,112645.641475366
6D6SPA,b3881,121.23861216232469,,,,,,112645.641475366
A5PISO_num1,b3197,151.18324760891227,,,,,131.625,
A5PISO_num2,b2708,152.5584987702834,,,,,131.625,
A5PISO_reverse_num1,b3197,151.18324760891227,,,,,131.625,
A5PISO_reverse_num2,b2708,152.5584987702834,,,,,131.625,
AACPS1,b1094 and b2836,88.54447098981994,71.8556,,6.619389533996582,6.47591517554057,536.41225,
AACPS2,b1094 and b2836,88.54447098981994,16.381,,6.619389533996582,6.47591517554057,536.41225,
AACPS3,b1094 and b2836,88.54447098981994,13.2082,5.5366206,6.619389533996582,6.47591517554057,536.41225,
AACPS4,b2836 and b1094,88.54447098981994,10.5404,,6.619389533996582,6.47591517554057,,112645.641475366
AACPS5,b1094 and b2836,88.54447098981994,18.8696,1.8770452,6.425242424011231,29.39165891366132,,112645.641475366
