entry_id,species,reaction_id,gene_id,uniprot_id,ec_number,substrate_name,substrate_smiles,experimental_kcat_s^-1,experimental_log10_kcat,KcatNet_predicted_kcat_s^-1,CataPro_predicted_kcat_s^-1,PreTKcat_predicted_kcat_s^-1,UniKP_predicted_kcat_s^-1,SELFprot_predicted_kcat_s^-1,DLKcat_predicted_kcat_s^-1,TurNuP_predicted_kcat_s^-1,PMAK_predicted_kcat_s^-1,KinForm-L_predicted_kcat_s^-1,CatPred_predicted_kcat_s^-1,DEKP_public_retrained_predicted_kcat_s^-1,GO-HKP_predicted_kcat_s^-1
ecoli|XPPT|g1|prpp_c,E. coli,XPPT,b0238,P0A9M5,2.4.2.22;2.4.2.8,5-Phospho-alpha-D-ribose 1-diphosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-],112,2.04922,127.3420642684369,3.637660206788997,1.875073697786541,3.069367849879566,26.07761515472932,0.0024965883203291,44.83871933910063,87.38950914880719,9.806736400993012,65.25202860989629,1.666982613099428,92.71685493840006
ecoli|XPPT|g1|xan_c,E. coli,XPPT,b0238,P0A9M5,2.4.2.22;2.4.2.8,Xanthine,C1=NC2=C(N1)C(=O)NC(=O)N2,150,2.17609,69.55947959510978,6.344875716446699,2.010800209315501,1.696086151983581,3.815734383611133,0.0019501706469106,44.83871933910063,87.38950914880719,115.9418055353542,157.9293645311805,2.74065337319196,92.71685493840006
ecoli|OMPDC|g1|orot5p_c,E. coli,OMPDC,b1281,P08244,4.1.1.23,Orotidine 5'-phosphate,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)C(=O)[O-],42,1.62325,23.01595270249504,7.674097089137446,4.994514900808899,1.313503482704084,4.371206035879307,4.14806156167869,20.29587128700499,22.58223382812006,,14.94087799461316,2.438543118830137,138.0434703703704
ecoli|CS|g1|accoa_c,E. coli,CS,b0720,P0ABH7,2.3.3.1;2.3.3.16;2.3.3.3,Acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,39,1.59106,39.75214658708185,32.26291392230399,8.758169958828738,26.80756738887278,5.528471691612292,32.01794291946663,37.0760108005266,15.55835225215123,56.08566411045199,68.22181637263382,2.062650645610538,136.4784754182055
ecoli|CS|g1|oaa_c,E. coli,CS,b0720,P0ABH7,2.3.3.1;2.3.3.16;2.3.3.3,Oxaloacetate,C(C(=O)C(=O)[O-])C(=O)[O-],86.5,1.93702,15.58743492690368,41.28506661955725,11.03659042055238,34.53115740274448,23.07711907846269,191.2056573068919,37.0760108005266,15.55835225215123,39.41326881178225,17.83542089705655,7.72371966133393,136.4784754182055
ecoli|ICDHyr|g1|icit_c,E. coli,ICDHyr,b1136,P08200,1.1.1.42,Isocitrate,C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-],79.1,1.89818,1.751293276224582,1.859171591669122,0.2575210331199732,0.8735511602284816,10.92279176943608,11.20695658775102,89.73010996854843,43.87113800217539,0.8120530098094797,6.280558858721665,4.376737843484022,149.8079964475411
ecoli|ICDHyr|g1|nadp_c,E. coli,ICDHyr,b1136,P08200,1.1.1.42,Nicotinamide adenine dinucleotide phosphate,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,88.1,1.94498,9.304103663393327,5.584582875817044,1.07455222391545,1.243240694586792,3.96151921536799,0.9583369838601808,89.73010996854843,43.87113800217539,1.593345021292088,8.906794435141009,2.997069328917702,149.8079964475411
ecoli|ACALD_num1|g1|acald_c,E. coli,ACALD_num1,b0351,P77580,1.2.1.10,Acetaldehyde,CC=O,15.7,1.1959,25.7415536839486,9.086492155070491,7.386123434876536,10.89964111023979,1.698676952300803,24.60016235657453,12.69780636435953,12.73662904076578,,9.032728827753656,3.961181049783105,130.1598370710281
ecoli|ACS|g1|ac_c,E. coli,ACS,b4069,P27550,6.2.1.1,Acetate,CC(=O)O,38.67,1.58737,43.10377286047999,43.05621268675064,10.52378033507961,5.525790532023819,228.5438030909974,1.631806320743548,65.53661408078119,43.2186204528175,,133.4951271722771,6.598327507688722,98.01796506366396
ecoli|ACS|g1|atp_c,E. coli,ACS,b4069,P27550,6.2.1.1,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,57.935,1.76294,72.0173099762307,80.67154970724464,4.944524667499957,2.093087992651939,21.34836100468836,4.911514133007877,65.53661408078119,43.2186204528175,,38.24718820984335,2.713550823089762,98.01796506366396
ecoli|PPA_num1|g1|ppi_c,E. coli,PPA_num1,b2502,P0AFL6,3.6.1.1,Diphosphate,OP(=O)([O-])OP(=O)([O-])[O-],95,1.97772,8.535055422520731,6.038203563536843,3.21974217664008,1.518922557519384,7.839449370487722,0.0674575900210687,10.73322911374728,35.23591875958094,,7.574079100802833,6.508299980131414,149.8079964475411
ecoli|PPCK|g1|oaa_c,E. coli,PPCK,b3403,P22259,4.1.1.49,Oxaloacetate,C(C(=O)C(=O)[O-])C(=O)[O-],0.433,-0.363512,11.52155030903472,16.392727780541,2.283068382715879,7.753648570669275,25.51158530621421,19.60931890282147,33.10460421480222,73.12584540827498,4.331556084066564,1.396973651081021,6.812427631869891,115.6928847385574
ecoli|ME1|g1|mal__L_c,E. coli,ME1,b1479,P26616,1.1.1.38;1.1.1.39,L-Malate,C([C@@H](C(=O)[O-])O)C(=O)[O-],134.4,2.1284,62.12889011065754,24.85047650020173,5.429292187109919,6.004190937497936,6.510018781788032,3.311956907514874,75.52045537206375,92.87163685068168,9.110767106230398,25.71763234356774,4.042522433403378,121.2386121623247
ecoli|ME1|g1|nad_c,E. coli,ME1,b1479,P26616,1.1.1.38;1.1.1.39,Nicotinamide adenine dinucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,57.3,1.75815,29.66832441758437,110.9338820038539,1.74884304552663,6.826285827430814,26.13709455284236,4.287637715080571,75.52045537206375,92.87163685068168,17.81637139397202,36.74517113882028,2.080536102325177,121.2386121623247
ecoli|ALAR_num1|g1|ala__L_c,E. coli,ALAR_num1,b1190,P29012,5.1.1.1,L-Alanine,[2H]C([2H])([2H])C([2H])(C(=O)O[2H])N([2H])[2H],46.795,1.6702,14.48414434413956,33.3535526373317,4.530513749225062,1.169505883254102,514.8504866071302,8.613509901338015,28.62238373970938,33.42325943468371,,0.0258212529998193,2.023254334219411,151.1832476089123
ecoli|XYLK_num1|g1|xylu__D_c,E. coli,XYLK_num1,b0063,P08204,2.7.1.17,D-Xylulose,C([C@H]([C@@H](C(=O)CO)O)O)O,3427.5,3.53498,72.30173861808784,3.881419905059741,3.860821625048213,3.669318136992492,30.24703785686054,32.65652235745021,44.85587160789002,72.32722454832398,,19.98845943910687,3.007234502423848,136.7115324752294
ecoli|ASPTA_num1|g1|akg_c,E. coli,ASPTA_num1,b0928,P00509,2.6.1.1,2-Oxoglutarate,C(CC(=O)[O-])C(=O)C(=O)[O-],30.65,1.48643,257.6476819010464,18.99787390858753,70.89725436910565,9.92970980835243,116.0455793546684,0.6997963513370726,357.479383261361,269.3413297986457,16.0630551403986,233.5968739034244,9.873308985837737,128.2406734749161
ecoli|ASPTA_num1|g1|asp__L_c,E. coli,ASPTA_num1,b0928,P00509,2.6.1.1,L-Aspartate,C([C@@H](C(=O)O)N)C(=O)O,64.715,1.811,422.7920050036233,45.86944245980197,188.4058862662649,4.849738921067444,164.7079722674057,2.268972715850907,357.479383261361,269.3413297986457,44.09981471546131,272.4260524781374,3.293174335959658,128.2406734749161
ecoli|FBP_num1|g1|fdp_c,E. coli,FBP_num1,b2930,P21437,3.1.3.11,"D-Fructose 1,6-bisphosphate",C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-],20,1.30103,10.46486302379183,7.717456305222143,3.488110769812442,2.92965223030835,7.100608866306077,0.1427330630359925,5.689281201853544,17.44559957545255,1.570010854087048,2.224415341675888,2.756001716951193,136.7115324752294
ecoli|GLGC|g1|atp_c,E. coli,GLGC,b3430,P0A6V1,2.7.7.27,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,370,2.5682,8.622591897861994,87.51940160395077,111.9823894730186,3.214666497363316,1.585548830297144,27.730032448475,23.99738946852497,29.8319539529891,32.08675582333639,7.965463836557042,1.699617735667399,102.7553542389199
ecoli|A5PISO_num1|g1|ru5p__D_c,E. coli,A5PISO_num1,b3197,P45395,5.3.1.13,D-Ribulose 5-phosphate,C([C@H]([C@H](C(=O)CO)O)O)OP(=O)([O-])[O-],130.5,2.11561,174.293245013093,2.890127854181613,4.538474862313691,3.078488194072448,63.50538448318674,61.24135374436919,208.6614879597653,111.4884814218559,2.928748737395578,9.953155761442384,2.567052411642633,151.1832476089123
ecoli|PSCVT|g1|pep_c,E. coli,PSCVT,b0908,P0A6D3,2.5.1.19,Phosphoenolpyruvate,C=C(C(=O)[O-])OP(=O)([O-])[O-],29.2,1.46538,16.17601287079206,5.70312869145079,10.94089889096194,4.466309841628863,56.25624075865561,4.485303094705405,30.13364030915927,27.04120870051068,2.840248860982984,20.56812455395233,3.823584174603923,119.4031538603106
ecoli|PSCVT|g1|skm5p_c,E. coli,PSCVT,b0908,P0A6D3,2.5.1.19,Shikimate 5-phosphate,C1[C@H]([C@@H]([C@@H](C=C1C(=O)[O-])OP(=O)([O-])[O-])O)O,32,1.50515,23.23346691339953,2.172920273859275,10.3463969232793,2.628458405178951,22.91497262741084,12.10381699611949,30.13364030915927,27.04120870051068,1.481295789036235,40.85107151738769,1.901846494219407,119.4031538603106
ecoli|ANPRT|g1|anth_c,E. coli,ANPRT,b1263,P00904,2.4.2.18,Anthranilate,C1=CC=C(C(=C1)C(=O)[O-])N,4.4,0.643453,19.88602509666129,1.713243929194965,6.097980348605507,3.363923672225777,2.396410345662896,3.275229793844471,0.917644261318488,12.14030227098287,2.901147063193852,5.838928422803872,3.588951932871332,121.2386121623247
ecoli|ANPRT|g1|prpp_c,E. coli,ANPRT,b1263,P00904,2.4.2.18,5-Phospho-alpha-D-ribose 1-diphosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-],4.4,0.643453,22.65608746772888,6.165345288194349,3.235197263866143,2.630868302198098,0.0076351655913161,2.305916109349947,0.917644261318488,12.14030227098287,3.449536466127906,4.085008956597597,1.568985275513207,121.2386121623247
ecoli|CHORM_num1|g1|chor_c,E. coli,CHORM_num1,b2599,P0A9J8,5.4.99.5,Chorismate,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,38.87,1.58961,133.4458817920688,35.06598098785188,11.29505318318732,34.27151614296944,20.44923432801556,112.5427000202597,17.12815561443369,4.675738668126286,31.13757535974399,95.29836950620292,3.798568339107107,138.0434703703704
ecoli|IGPS|g1|2cpr5p_c,E. coli,IGPS,b1262,P00909,4.1.1.48,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O,4.05,0.607455,17.92186326872571,5.206507230936428,1.246626179990559,2.755619813602713,2.530814189909732,1.54118737455779,2.492139335106112,7.47448199375617,,10.4926304791513,2.264010752919151,115.6928847385574
ecoli|FBA_num1|g1|fdp_c,E. coli,FBA_num1,b2925,P0AB71,4.1.2.13,"D-Fructose 1,6-bisphosphate",C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-],11.2,1.04922,11.34482103816504,3.187819962159526,0.2083709695350388,2.698319414163806,76.49774513111167,1.02760404029529,11.42784391437185,12.17435607983423,1.038352665693753,33.03765739588376,2.29609161706015,106.4556997281849
ecoli|MGSA|g1|dhap_c,E. coli,MGSA,b0963,P0A731,4.2.3.3,Dihydroxyacetone phosphate,C(C(=O)COP(=O)([O-])[O-])O,199.5,2.29994,118.8106378920226,2.579684978079125,2.180182740856734,5.251168032585063,25.0239899460597,1.994103668286948,155.4526035187351,67.39731573088146,1.204189240145594,57.71910788149859,4.335412472466547,115.6928847385575
ecoli|PGK|g1|3pg_c,E. coli,PGK,b2926,P0A799,2.7.2.3,3-Phospho-D-glycerate,C([C@H](C(=O)O)O)OP(=O)(O)O,529,2.72346,436.4097909052367,22.33523671360998,20.87634508300731,25.87443490179666,100.7812134990905,75.0926293629676,127.1556903270327,119.0663937404374,,445.7460358455805,3.809000970512474,160.7023480526786
ecoli|PGK|g1|atp_c,E. coli,PGK,b2926,P0A799,2.7.2.3,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,529,2.72346,244.1409974912961,23.60353974502337,14.15897782091313,25.71841830784232,62.46399253684174,17.03812208327006,127.1556903270327,119.0663937404374,,203.2592450085304,3.435295272646216,160.7023480526786
ecoli|EDA|g1|2ddg6p_c,E. coli,EDA,b1850,P0A955,4.1.2.14;4.1.2.55,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,C([C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O,83,1.91908,72.82477922733156,1.92159215263194,6.220156137734003,7.005279037316967,0.2295220457432553,0.6316899387102455,82.28917343215302,42.19573925702644,0.3634688040098394,0.0319372803726012,2.46502024448353,137.3775014227999
ecoli|TALA_num1|g1|g3p_c,E. coli,TALA_num1,b0008,P0A870,2.2.1.2,Glyceraldehyde 3-phosphate,C([C@H](C=O)O)OP(=O)([O-])[O-],13,1.11394,44.40596046807142,8.655635382164908,2.969166892222732,2.655861919870344,67.33533377136365,10.01681718771473,40.29141317173234,41.12556712912441,,6.262664025482188,3.757448677659262,136.7115324752294
ecoli|G6PDA|g1|gam6p_c,E. coli,G6PDA,b0678,P0A759,3.5.99.6,D-Glucosamine 6-phosphate,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-],71.25,1.85278,93.65393438455132,35.27998453739004,22.99645649669232,3.631769164025001,1.415660369691228,7.733747076457519,192.3663036377501,77.70924687804342,11.18535117459108,99.93269680481498,2.802912137443521,150.0539982237706
ecoli|NADDP_num1|g1|nad_c,E. coli,NADDP_num1,b3996,P32664,3.6.1.22;3.6.1.9,Nicotinamide adenine dinucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,19.3,1.28556,2.301167921710203,3.56132055105676,1.546793696127743,1.670036853708316,0.0028400593603605,2.127363410836826,5.732752600412116,3.858684761790565,,0.2640164779911123,2.121668075236097,172.490719491155
ecoli|HMPK1_num1|g1|4ahmmp_c,E. coli,HMPK1_num1,b2103,P76422,2.7.1.49,4-Amino-5-hydroxymethyl-2-methylpyrimidine,CC1=NC=C(C(=N1)N)CO,0.285,-0.545155,9.734126495540217,0.1062462481683815,6.767992490621904,0.5926940857590021,8.611622793826731,0.2980039145033025,0.9080373027894572,8.3476659211041,0.3607759010848629,0.1502696012201309,2.921001809562117,128.2406734749161
ecoli|HMPK1_num1|g1|atp_c,E. coli,HMPK1_num1,b2103,P76422,2.7.1.49,ATP C10H12N5O13P3,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,0.43,-0.366532,11.84056655416367,1.675327071456067,5.376878650018105,1.453770868507941,0.1006609357587036,0.3613245789516313,0.9080373027894572,8.3476659211041,0.7802393153555668,0.1224914660050562,2.442876014332565,128.2406734749161
ecoli|DURIPP_num1|g1|duri_c,E. coli,DURIPP_num1,b4382,P07650,2.4.2.1;2.4.2.2;2.4.2.3;2.4.2.4,Deoxyuridine,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,35,1.54407,19.47834673896834,7.061869531060567,54.78609763342261,3.829747265350094,0.1434080117962569,14.19489537189758,133.2629429796426,79.82308346133983,2.096914305190598,1.600463711772212,1.709158186715546,117.6309551566891
ecoli|DURIPP_num1|g1|pi_c,E. coli,DURIPP_num1,b4382,P07650,2.4.2.1;2.4.2.2;2.4.2.3;2.4.2.4,Phosphate,OP(=O)([O-])[O-],44.93,1.65254,24.57438534784121,18.74014847558461,16.37450161979314,6.121269525341838,1.295832692175468,22.56489123170459,133.2629429796426,79.82308346133983,7.75879368587877,9.337804163429068,7.880442340793016,117.6309551566891
ecoli|TRPAS2|g1|trp__L_c,E. coli,TRPAS2,b3708,P0A853,4.1.99.1,L-Tryptophan,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,6,0.778151,0.6391501690661402,1.079401978062537,0.1812180394631549,0.4003034346222259,15.12524856108445,1.39681528995267,5.675299692160961,7.651707676172076,0.6286082103324918,5.952800398815778,1.746278175424216,121.2386121623247
ecoli|ILETA|g1|ile__L_c,E. coli,ILETA,b3770,P0AB80,2.6.1.42,L-Isoleucine,CC[C@H](C)[C@@H](C(=O)O)N,48,1.68124,18.42802740391918,11.8156741510024,12.64009911978706,6.486661972627885,1.119319480317685,0.6923600939650816,23.23840412566982,22.78737503410748,10.2559303131143,5.858923756212548,3.087861546939066,120.7983675600902
